observation_id,Type,Date,Part of a standard enforcement protocol,Galactic X,Galactic Y,Reproduction,Age range,Self-defined species category,Officer-defined species category,Governing law,Object of inspection,Inspection involving more than just outerwear,Enforcement station,Inspection Outcome
a5b87c60-63d7-4223-8bb7-d19d5256da2f,Entity inspection,2241-02-10 02:28:30+00:00,,-499.480133,81914.74181200001,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Mercury Base R525-VN,True
7e71dba8-6452-45f6-a41c-c53b90581eff,Entity and Spaceship search,2241-12-06 23:46:00+00:00,False,-60.296185,9888.574340000001,Asexual,Adult,Zoltrax - Islander,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
8473009c-654d-4572-ae9a-2f8f14e7b2d5,Entity inspection,2241-02-13 18:15:00+00:00,False,-41.912491,6873.648524,Asexual,Young Adult,Zoltrax - Islander,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
a33cd693-dc58-4263-8223-b931704252c7,Entity inspection,2241-04-12 17:33:00+00:00,,-376.15981800000003,61690.21015200001,Asexual,Young,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,False,Starfield Watch N108-BC,False
be0a8e0d-e5b0-4da0-92ae-c25ac75e96ba,Entity inspection,2241-11-02 11:10:00+00:00,True,-85.60670499999999,14039.499619999999,Sexual,Adult,Terran - Northern Cluster,Terran,,Hazardous Intimidation Devices,,Sirius Patrol Unit J153-AX,False
f0eeb6a1-8848-48ce-827a-c2c31c3ef122,Entity inspection,2241-11-06 06:01:00+00:00,False,119.26188100000002,-19558.948484000004,Asexual,Senior,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,False,Eclipse Sector G262-TX,False
a5e9db27-1a35-4728-94cc-98cecd011f18,Entity inspection,2241-02-24 10:14:12+00:00,,-496.29043300000006,81391.63101200001,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,True,Mercury Base R525-VN,False
48ba24dd-3ad5-4f2a-bb46-0b83e1066d5f,Entity inspection,2240-08-11 12:18:51.620000+00:00,False,,,Asexual,Adult,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,False,Crimson Core Q31-TE,False
aaff420f-37ff-4e67-97f7-834a96cba401,Entity and Spaceship search,2241-03-08 18:01:00+00:00,False,86.69070200000002,-14217.275128000003,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Eclipse Sector G262-TX,False
e67f70a9-41d1-4e07-ba30-8e161b4a7ce8,Entity inspection,2241-10-18 15:13:00+00:00,False,,,Asexual,Young,Silicar - Various Sects,Xenar,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,,Galactic Hub X101-IO,False
ec978234-2879-4a5f-9726-b284fb0f72d1,Entity and Spaceship search,2241-07-03 16:05:00+00:00,False,,,Asexual,Young Adult,Xenar - Unspecified,Zoltrax,,Regulated Star Substances,False,Thallium Outpost V207-LQ,False
d886449b-981b-4aae-b398-ad7feb7e40eb,Entity inspection,2241-10-04 08:50:00+00:00,False,,,Asexual,Young Adult,Xenar - Diverse,Xenar,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
b02521f3-9dc8-4679-b54d-766fdf520ec7,Entity and Spaceship search,2241-08-21 18:01:00+00:00,True,114.79663500000001,-18826.64814,Asexual,Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Eclipse Sector G262-TX,True
ca912cd2-959b-4840-9f51-cdd6818bb214,Entity and Spaceship search,2240-09-30 19:00:00+00:00,False,,,Asexual,Young Adult,Hybrid - Mixed Sects,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Hercules Node S188-MP,True
fb9d9c76-e217-4d5f-bd21-6ec59d582eee,Entity and Spaceship search,2241-02-07 15:30:00+00:00,False,-17.178622,2817.2940080000003,Asexual,Young Adult,Terran - Outer Colonies,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,,Galactic Hub X101-IO,False
d8efe4cf-bf2e-484a-ae55-504c7d2021f7,Entity inspection,2241-02-05 16:00:00+00:00,False,-57.916602,9498.322728,Asexual,Young,Zoltrax - Diverse Clans,Zoltrax,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,,Galactic Hub X101-IO,False
04821eba-0391-4efe-b46b-85b0fe823919,Entity inspection,2241-05-26 15:00:00+00:00,False,-25.190614,4131.260696,Asexual,Young,Zoltrax - Continental,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
61db184b-8b40-45d3-8dfb-d014b05aa05e,Entity and Spaceship search,2241-08-12 20:01:00+00:00,True,153.547148,-25181.732271999997,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Eclipse Sector G262-TX,True
d38a5ba3-398c-4fe9-b4e4-0b32e5d4db4e,Entity inspection,2241-12-30 18:25:00+00:00,False,-24.232868999999983,3974.1905159999974,Asexual,Young,Xenar - Unspecified,Zoltrax,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,,Galactic Hub X101-IO,False
9c1ef489-4dd2-4568-86f0-32c2d3770d15,Entity inspection,2241-03-08 08:52:00+00:00,False,-27.677744999999998,4539.15018,Asexual,Adult,Terran - Outer Colonies,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,,Galactic Hub X101-IO,False
906d794d-10f3-4352-b2ed-8fbbda55525a,Entity inspection,2241-05-26 23:41:57+00:00,,-499.12358800000004,81856.26843200001,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Mercury Base R525-VN,True
b0305d54-002e-46ff-8ec8-bafde84af3d8,Entity inspection,2240-03-31 23:00:00+00:00,,-306.78735,50313.1254,Asexual,Young Adult,Zoltrax - Diverse Clans,Zoltrax,Universal Justice and Order Statute 3994 (Article 60),Prohibited Combat Implements,False,Dorset Delta I55-FO,True
0bc55019-fded-499d-960d-009b48aa4cbe,Entity and Spaceship search,2240-11-13 17:00:00+00:00,False,-25.807011,4232.3498039999995,Asexual,Young Adult,Zoltrax - Continental,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
1aa8b213-b769-44b4-ae40-54d65ac05673,Entity inspection,2240-12-01 01:37:00+00:00,False,5.747973,-942.667572,Asexual,Senior,Silicar - Indusian,Silicar,Galactic Enforcement and Evidence Code 3984 (Clause 1),Vandalism Tools,,Galactic Hub X101-IO,False
739bca1c-4842-48aa-80ba-2155139ac981,Entity inspection,2241-07-21 22:40:00+00:00,False,-32.900503,5395.682492,Asexual,Senior,Zoltrax - Diverse Clans,Zoltrax,Galactic Enforcement and Evidence Code 3984 (Clause 1),Proof of Interstellar Offenses,,Galactic Hub X101-IO,False
02c2d5c4-fbf9-46d6-b1ce-84b66f7941c3,Entity inspection,2241-07-04 18:25:54+00:00,False,291.14078600000005,-47747.08890400001,Asexual,Senior,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Thievery Equipment,False,Sulfur Station T44-PD,False
61e74266-9903-4d76-b344-1d9ebf80a472,Entity inspection,2241-11-20 02:08:31+00:00,False,192.209986,-31522.437703999996,Asexual,Senior,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Thievery Equipment,False,Sulfur Station T44-PD,False
9eafc12e-775f-4082-8387-1098bd81b2ba,Entity inspection,2240-04-19 14:30:00+00:00,False,-0.9388740000000001,153.97533600000003,Asexual,Senior,Zoltrax - Islander,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
2ec0df0d-e923-408b-a8aa-ab5a1e70148c,Entity and Spaceship search,2240-09-24 23:01:00+00:00,False,80.638288,-13224.679232,Asexual,Adult,Xenar - Unspecified,Silicar,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,True,Eclipse Sector G262-TX,False
15970300-165f-42c2-b04e-23d4b20152d6,Entity inspection,2240-12-11 21:00:00+00:00,False,-36.22981499999998,5941.689659999997,Asexual,Senior,Zoltrax - Islander,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
6d1663d5-05f3-4112-adc1-e2e4cf679a9c,Entity inspection,2241-12-17 11:50:00+00:00,,-162.85639600000002,26708.448944000003,Asexual,Young,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,False,Helios Command C210-ZR,True
654e34df-f55e-484a-80e6-f970c8157f9e,Entity inspection,2241-10-13 04:05:50+00:00,,-219.18699900000001,35946.667836,Asexual,Senior,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Thievery Equipment,,Cliffside Colony B21-JI,False
410d3e03-ed3c-4d2a-bcae-c6b1a799cef2,Entity inspection,2240-02-17 00:00:00+00:00,,-308.17879400000004,50541.32221600001,Asexual,Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,True,Dorset Delta I55-FO,False
4371b314-01a1-471e-b9c2-8c8aa13952e1,Entity inspection,2240-05-07 22:34:19+00:00,,,,Asexual,Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Mercury Base R525-VN,False
b39670a0-2458-4cca-904e-e8c8de35f535,Entity inspection,2240-04-21 14:10:00+00:00,,-414.199245,67928.67618000001,Asexual,Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Lancer Base O114-XV,False
282eafbd-c637-4c8c-b273-5e71a98097cd,Entity and Spaceship search,2241-09-08 16:40:00+00:00,False,,,Asexual,Senior,Terran - Northern Cluster,Terran,,Regulated Star Substances,,Thallium Outpost V207-LQ,True
8ce1ca3b-089f-42b6-9567-a51fea3e2291,Entity inspection,2241-01-25 15:00:00+00:00,False,,,Asexual,Young,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Southern Yorik Station F160-OK,False
dfe8b955-0d67-477d-a49e-fd49d49b3075,Entity and Spaceship search,2241-03-27 16:15:00+00:00,False,,,Asexual,Young Adult,Xenar - Unspecified,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
6b07576b-e2f6-42bd-9fd6-c4a20ba5c591,Entity and Spaceship search,2241-10-12 23:50:00+00:00,False,-19.351291999999983,3173.611887999997,Asexual,Adult,Xenar - Unspecified,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
253d4f1c-4062-482e-878d-da2b2581cc5b,Entity inspection,2241-11-06 23:36:00+00:00,False,-60.684961,9952.333604,Sexual,Young Adult,Silicar - Indusian,Silicar,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
620da8a4-e04d-4c11-b7f0-638f35616fc5,Entity inspection,2241-09-28 23:05:00+00:00,,-193.04348299999998,31659.131211999997,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Helios Command C210-ZR,False
f5990e6a-6901-4cdc-b89b-a66d4e241dfd,Entity inspection,2241-06-19 12:00:00+00:00,True,,,Sexual,Young Adult,Zoltrax - Diverse Clans,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Hercules Node S188-MP,False
95e0b29a-be23-46f2-97bb-f50056bd738b,Entity and Spaceship search,2241-10-02 11:26:00+00:00,False,-115.054984,18869.017376,Sexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Thallium Outpost V207-LQ,False
249d71a9-a4d7-45f2-940d-d6f5bcfa6f2e,Entity inspection,2241-02-14 19:00:00+00:00,False,-17.840609999999998,2925.8600399999996,Asexual,Young Adult,Zoltrax - Continental,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
fe2c2123-55b3-44c8-9146-6ecbfe640da5,Entity inspection,2240-05-11 19:30:00+00:00,False,-36.348217999999996,5961.107751999999,Asexual,Young Adult,Xenar - Unspecified,Zoltrax,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,,Galactic Hub X101-IO,False
9aab083b-2c6a-4850-a02e-c514ff90ba6d,Entity inspection,2241-08-03 14:20:00+00:00,False,-6.739118,1105.2153520000002,Asexual,Young,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
d5732e49-ffad-42c9-80ae-d57a83f8a4c1,Entity inspection,2240-01-27 20:40:00+00:00,,-181.887048,29829.475872,Asexual,Senior,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,,Helios Command C210-ZR,True
3b38463e-fa71-4c0b-9c22-0a6f4a3c1ba5,Entity inspection,2240-12-11 13:15:00+00:00,False,18.497253999999984,-3033.5496559999974,Sexual,Senior,Xenar - Diverse,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,,Galactic Hub X101-IO,False
d6583edf-945f-46dd-87dd-cff7116a20b8,Entity inspection,2241-02-08 00:35:00+00:00,False,-25.056847,4109.322908,Asexual,Adult,Xenar - Unspecified,Zoltrax,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,,Galactic Hub X101-IO,False
f4b4962e-9743-4020-9308-85464d64a0a0,Entity inspection,2241-01-25 03:00:00+00:00,False,-12.901251,2115.805164,Asexual,Adult,Xenar - Unspecified,Silicar,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
11fccba0-160f-4e87-97e5-b303f79f3875,Entity inspection,2240-03-04 02:40:00+00:00,False,,,Asexual,Senior,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Dione Command E106-HD,False
16e180f4-4039-428e-b87e-05a9f8f16d00,Entity inspection,2240-01-04 17:50:00+00:00,False,-84.397291,13841.155724,Asexual,Adult,Xenar - Unspecified,Silicar,,Regulated Star Substances,,Sirius Patrol Unit J153-AX,False
237b960a-782f-458d-9fb3-eb481774b9df,Entity inspection,2241-04-07 16:02:00+00:00,,-179.691165,29469.35106,Asexual,Young Adult,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,False,Helios Command C210-ZR,True
303ae658-fbed-4c8e-a8b5-b023482c88cd,Entity inspection,2241-10-29 16:50:00+00:00,False,-18.568061999999998,3045.162168,Asexual,Adult,Zoltrax - Diverse Clans,Zoltrax,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,,Galactic Hub X101-IO,False
fe9b8bd8-c304-4fad-aeee-fe5f092e2a6a,Entity and Spaceship search,2240-04-17 12:20:00+00:00,False,-293.169335,48079.770939999995,Asexual,Adult,Terran - Nomadic Tribes,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Westeron Division B234-YZ,False
c52dbaac-cd83-4116-a475-1fa123d5484a,Entity inspection,2241-09-08 00:25:44+00:00,,-478.636362,78496.363368,Asexual,Senior,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Proof of Interstellar Offenses,False,Mercury Base R525-VN,False
b1a59eca-5d8b-42bd-9f5e-0a074a5e2f3f,Entity and Spaceship search,2240-10-12 14:00:00+00:00,False,-7.775854,1275.2400559999999,Asexual,Young Adult,Silicar - Banglorian,Silicar,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
39695c26-8e44-418a-a5f6-fe515f643ac2,Entity inspection,2240-12-24 11:31:00+00:00,,-231.99389499999998,38046.998779999994,Asexual,Senior,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Helios Command C210-ZR,True
27d17c20-ee71-4aa6-90f6-c4821f76c906,Entity inspection,2241-10-30 21:04:00+00:00,,-454.979643,74616.661452,Asexual,Senior,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,False,Chevron Station R71-QB,True
1b0b6dd4-e79c-4081-8a8c-d022303d7d43,Entity inspection,2241-10-15 00:40:00+00:00,False,-263.576434,43226.535176,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Westeron Division B234-YZ,False
116c9471-6516-4d57-841f-5527b4805e32,Entity inspection,2241-12-16 22:02:00+00:00,False,-12.096143999999999,1983.7676159999999,Asexual,Young,Terran - Outer Colonies,Xenar,Universal Justice and Order Statute 3994 (Article 60),Hazardous Intimidation Devices,,Galactic Hub X101-IO,False
beaf51ae-37bd-4341-b44d-4f80ba0844b4,Entity inspection,2241-04-23 15:24:00+00:00,False,-75.906343,12448.640252000001,Asexual,Young Adult,Zoltrax - Continental,Zoltrax,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,,Galactic Hub X101-IO,False
67d61d5b-e30a-421c-a1db-c3b93644be5c,Entity and Spaceship search,2240-09-08 03:11:10+00:00,,-471.64808,77350.28512,Asexual,Senior,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Mercury Base R525-VN,False
b74a0d9b-9f28-4364-9404-0a04c06f8191,Entity inspection,2241-05-12 09:37:00+00:00,,,,Asexual,Senior,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Vandalism Tools,,Lancer Base O114-XV,False
d37002cc-635d-45cf-b3dc-7537a2845c52,Entity inspection,2241-03-30 01:20:00+00:00,False,-19.88135,3260.5414,Asexual,Young Adult,Silicar - Various Sects,Silicar,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
68f0e7fd-1494-4e2c-a83c-94a85121f41c,Entity inspection,2241-09-25 22:05:53+00:00,,-506.425997,83053.863508,Asexual,Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Mercury Base R525-VN,True
a643919b-9eeb-4ba6-bdd0-ed5e8d8ec65e,Entity inspection,2241-10-31 22:25:00+00:00,False,,,Asexual,Young Adult,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,False,Hercules Node S188-MP,False
52450d0e-2491-4df1-9807-91397f8e359f,Entity inspection,2240-10-27 22:55:00+00:00,,-16.601302999999998,2722.6136919999994,Asexual,Adult,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Thievery Equipment,False,Humeros Node M28-NR,False
214fec33-c4c3-4fa9-9349-b4a3582c9c5e,Entity and Spaceship search,2240-04-15 19:15:00+00:00,,-433.709688,71128.38883200001,Asexual,Adult,Zoltrax - Islander,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Chevron Station R71-QB,False
b13f7e6f-ec2b-4e14-a720-4338a17a12dc,Entity inspection,2241-08-03 06:14:29+00:00,,-439.65355200000005,72103.182528,Asexual,Young,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Mercury Base R525-VN,False
ea035254-f401-4163-9b44-9e440427e3dc,Entity inspection,2241-10-23 16:30:00+00:00,False,-25.29215,4147.9126,Asexual,Adult,Silicar - Various Sects,Zoltrax,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,,Galactic Hub X101-IO,False
b2cfad99-f2b3-43d4-bbf0-531bb89f267b,Entity and Spaceship search,2240-10-13 13:53:12+00:00,False,-343.59097699999995,56348.920227999995,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Western Meridian Line P111-GT,True
f03bf76d-ebe3-4518-a986-9214305e904b,Entity inspection,2240-06-01 08:00:00+00:00,,-182.545195,29937.41198,Asexual,Senior,Terran - Northern Cluster,Terran,Cosmic Justice Decree 3988 (Subsection 139B),Hazardous Intimidation Devices,,Helios Command C210-ZR,False
6bf319ed-3f90-4917-805f-3784ea12cb03,Entity inspection,2241-03-16 16:58:00+00:00,False,-9.960548000000001,1633.529872,Asexual,Young,Xenar - Diverse,Zoltrax,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,,Galactic Hub X101-IO,False
b9d50f5f-1494-4154-b54f-1b1704a3ac0b,Entity inspection,2240-12-14 10:30:00+00:00,False,,,Asexual,Young Adult,Terran - Gaelic Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,,Galactic Hub X101-IO,False
469b3720-df01-4795-9ef0-56bf2112241f,Entity and Spaceship search,2241-05-02 16:33:00+00:00,False,-72.833209,11944.646276,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
99f4ddb6-ee73-4338-9aa5-a2d04870422e,Entity inspection,2241-12-30 18:40:00+00:00,,,,Asexual,Young Adult,Silicar - Indusian,Silicar,Interstellar Substance Control Ordinance 4719 (Directive 23),Vandalism Tools,,Lancer Base O114-XV,False
34dd0d63-5b4e-43b5-bc50-4da5a61161d9,Entity inspection,2240-02-09 11:30:00+00:00,,-167.001336,27388.219104,Sexual,Senior,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Helios Command C210-ZR,False
194e698a-0d96-40c8-95af-929d52b069e2,Entity inspection,2240-12-18 13:50:00+00:00,,-127.77136599999999,20954.504023999998,Sexual,Young Adult,Hybrid - Terran/Zoltrax,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,False,Helios Command C210-ZR,False
7a57c7a1-9f3d-4121-b543-e49c350dceb4,Entity inspection,2241-11-04 23:57:00+00:00,False,,,Asexual,Young,Silicar - Banglorian,Silicar,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
8ddc80db-b168-4d8e-a2d4-6a01c9e59599,Entity inspection,2240-11-24 23:15:00+00:00,False,-25.230694,4137.833816,Asexual,Young Adult,Zoltrax - Diverse Clans,Zoltrax,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,,Galactic Hub X101-IO,False
60a8e48b-ff1a-42e2-961e-675f0e699111,Entity inspection,2240-09-01 10:35:00+00:00,False,-14.657423,2403.817372,Asexual,Adult,Terran - Outer Colonies,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Proof of Interstellar Offenses,,Galactic Hub X101-IO,False
fc69354a-ca95-4f0f-8ddf-b9c05c64751f,Entity inspection,2240-03-07 20:15:00+00:00,,-268.96986599999997,44111.058024,Asexual,Adult,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,False,Nebular Frontier A92-TR,False
4ea6010d-8ad5-4f11-b9e4-339fcbdbc521,Entity and Spaceship search,2241-03-08 00:15:11+00:00,False,-239.54246200000003,39284.963768,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Warlock Ward E49-UN,True
8bce7f09-7c8c-4f3f-b596-eaab6249aee7,Entity inspection,2240-12-23 02:51:34+00:00,,-504.66548300000005,82765.13921200001,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Mercury Base R525-VN,True
7b094429-8685-460e-bb9f-a7a170149680,Entity inspection,2241-07-22 16:25:00+00:00,,,,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Chevron Station R71-QB,False
7a6f2f22-4f8b-4a48-947f-71555d19616f,Entity inspection,2241-08-26 12:41:00+00:00,,-0.557446,91.421144,Asexual,Young,Xenar - Unspecified,Zoltrax,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,False,Binary Transition Point L115-QE,False
bd5b58a3-fcdb-4b68-81b9-d0b36a4e9404,Entity inspection,2241-07-31 11:30:00+00:00,,-193.785798,31780.870872,Asexual,Young,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,False,Leviathan Lookout Y54-KH,False
ed2683bf-897c-4a6c-8729-99e1b127a21a,Entity inspection,2241-07-22 22:25:00+00:00,False,-28.200287999999997,4624.847231999999,Asexual,Young Adult,Silicar - Various Sects,Silicar,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
705028f9-fb64-473e-aead-416a328a6d30,Entity and Spaceship search,2240-01-12 13:10:00+00:00,False,,,Asexual,Young,Zoltrax - Diverse Clans,Zoltrax,,Regulated Star Substances,False,Thallium Outpost V207-LQ,False
9a5b9acc-3b22-4046-9d33-b5fe2adb3037,Entity inspection,2241-02-23 19:50:00+00:00,False,11.287863999999999,-1851.209696,Asexual,Young Adult,Hybrid - Mixed Sects,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,,Galactic Hub X101-IO,False
742fb98c-c8d0-4db9-acc4-0dd877332d00,Entity inspection,2241-07-10 16:10:00+00:00,,-587.297918,96316.85855199999,Asexual,Young,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,False,Narwhal Base T65-ZV,False
4ec667d2-e230-4eab-817a-daf6d4b945d0,Entity inspection,2241-09-09 20:45:00+00:00,False,-24.086243,3950.143852,Asexual,Young Adult,Hybrid - Mixed Sects,Terran,Universal Justice and Order Statute 3994 (Article 60),Hazardous Intimidation Devices,,Galactic Hub X101-IO,False
500db6f9-e540-482e-80d2-2232e3b02831,Entity inspection,2239-12-17 00:00:00+00:00,,,,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,True,Dyson Sphere F76-JK,True
1aad59cb-4540-4a21-8400-45725c9241a2,Entity inspection,2240-12-18 09:27:00+00:00,False,-16.9338,2777.1432000000004,Asexual,Senior,Terran - Gaelic Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,,Galactic Hub X101-IO,False
